Proposicoes,Ementa,Autor,UF,Partido,Apresentscao,Situacao,Link,Codfificacao Georgia,Codificacao Flavia,Codfificacao por busca de palavras,pandemia,covid,coronav,emergencial,calamidade
PL 1444/2020,"Estabelece medidas emergenciais de proteção à mulher vítima de violência doméstica durante a emergência de saúde pública decorrente da pandemia do coronavírus.

NOVA EMENTA: Altera as Leis nºs 13.979, de 6 de fevereiro de 2020, e 13.982, de 2 de abril de 2020, para estabelecer medidas excepcionais de proteção à mulher e a seus dependentes em situação de violência doméstica e familiar durante a emergência de saúde pública de importância internacional decorrente da pandemia da Covid-19. ",Alice Portugal,BA,PCdoB,02/04/2020,Aguardando Apreciação pelo Senado Federal,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242763,1,1,1,136,481,148,#VALUE!,#VALUE!
PL 2013/2020,Estabelece medidas emergenciais de proteção à mulher vítima de violência doméstica durante a emergência de saúde pública decorrente da pandemia do coronavírus.,Alice Portugal;Jandira Feghali;Rejane Dias,BA;RJ;PI,PCdoB;PCdoB;PT,17/04/2020,Arquivada,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2249949,1,1,1,136,#VALUE!,148,#VALUE!,#VALUE!
PL 1568/2020,"Dispõe sobre a suspensão na cobrança do pagamento do Programa de Financiamento Estudantil – FIES, pelo prazo de 90 (noventa) dias, devido à pandemia do Coronavírus (covid-19)",Mara Rocha,AC,PSDB,05/04/2020,Arquivada,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2243090,1,1,1,141,166,153,#VALUE!,#VALUE!
PL 1736/2020,Dispõe sobre a concessão de seguro-desemprego em razão do período de emergência de saúde pública de importância internacional decorrente da pandemia do Coronavírus ,Leônidas Cristino,CE,PDT,08/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2247018,1,1,1,141,#VALUE!,153,#VALUE!,#VALUE!
PL 2223/2020,"Altera a Lei nº 13.979, de 2020, que dispõe sobre as medidas para enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus, para estabelecer a preferência de compra de produtos fabricados no Brasil.",Roberto de Lucena,SP,PODE,27/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2250706,1,1,1,#VALUE!,#VALUE!,155,#VALUE!,#VALUE!
PL 2266/2020,"Altera a Lei nº 13.979, de 2020, que dispõe ""sobre as medidas para enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus responsável pelo surto de 2019"", para dispor sobre prazo de obtenção de novo CRV e de validade de CNH.",Luis Miranda,DF,DEM,28/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2250823,1,1,1,#VALUE!,#VALUE!,156,#VALUE!,#VALUE!
PL 1392/2020,Reduz as alíquotas do PIS/PASEP e da COFINS incidentes na importação e na comercialização do mercado interno dos bens relacionados ao combate à pandemia do Coronavírus (COVID-19).,Efraim Filho,PB,DEM,01/04/2020,Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242659,1,1,1,145,170,157,#VALUE!,#VALUE!
PL 2007/2020,Dispõe sobre auxílio especial devido aos dependentes de profissional das áreas da saúde ou de atividades auxiliares essenciais no enfrentamento à pandemia de Coronavírus (COVID-19).,Fernanda Melchionna;Jandira Feghali;Margarida Salomão;Tereza Nelma;Sâmia Bomfim;Joenia Wapichana;Luiza Erundina;Professora Dorinha Seabra Rezende;Margarete Coelho;Alice Portugal;Aline Gurgel;Lídice da Mata;Leandre;Perpétua Almeida;Natália Bonavides;Daniela do Waguinho;Clarissa Garotinho;Gleisi Hoffmann;Talíria Petrone;Dra. Soraya Manato;Flávia Arruda;Rejane Dias;Rose Modesto;Dulce Miranda;Maria do Rosário;Soraya Santos;Celina Leão;Mariana Carvalho;Shéridan;Elcione Barbalho;Luizianne Lins,RS;RJ;MG;AL;SP;RR;SP;TO;PI;BA;AP;BA;PR;AC;RN;RJ;RJ;PR;RJ;ES;DF;PI;MS;TO;RS;RJ;DF;RO;RR;PA;CE,PSOL;PCdoB;PT;PSDB;PSOL;REDE;PSOL;DEM;PP;PCdoB;REPUBLIC;PSB;PV;PCdoB;PT;MDB;PROS;PT;PSOL;PSL;PL;PT;PSDB;MDB;PT;PL;PP;PSDB;PSDB;MDB;PT,17/04/2020,Arquivada,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2249938,1,1,1,147,172,159,#VALUE!,#VALUE!
PL 2012/2020,"Altera a Lei nº 9.656, de 3 de junho de 1998, que dispõe sobre a saúde suplementar, para proibir reajustes de planos de saúde durante a emergência sanitária do coronavírus e vedar a negativa de atendimento no caso de inadimplência. ",Alice Portugal,BA,PCdoB,17/04/2020,Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2249948,1,1,1,#VALUE!,#VALUE!,161,#VALUE!,#VALUE!
PL 1443/2020,"Altera a Lei nº 9.656, de 3 de junho de 1998, que dispõe sobre a saúde suplementar, para proibir reajustes de planos de saúde durante a emergência sanitária do coronavírus e vedar a negativa de atendimento no caso de inadimplência.",Alice Portugal,BA,PCdoB,02/04/2020,Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242762,1,1,1,#VALUE!,#VALUE!,161,#VALUE!,#VALUE!
PLP 73/2020,"Suspende os efeitos dos arts. 19 e 20 da Lei Complementar nº 101, de 4 de maio de 2000 até 31 de dezembro de 2020, em virtude dos efeitos econômicos da pandemia por Coronavírus, e dá outras providências",Mário Heringer,MG,PDT,01/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242680,1,1,1,153,#VALUE!,166,#VALUE!,#VALUE!
PL 1896/2020,"Suspende os prazos de garantia de bens e serviços, legais ou contratuais, enquanto perdurar o estado de emergência de saúde internacional decorrente da pandemia do novo coronavírus - Covid-19, e dá outras providências.",Ricardo Silva,SP,PSB,15/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2248253,1,1,1,153,184,170,#VALUE!,#VALUE!
PL 2230/2020,"Dispõe sobre os reajustes dos planos e seguros privados de assistência à saúde enquanto perdurar a emergência de saúde pública de importância internacional decorrente do Coronavírus, nos termos da Lei nº 13.979, de 6 de fevereiro de 2020 dá outras providências.""",Jandira Feghali;Alexandre Padilha,RJ;SP,PCdoB;PT,28/04/2020,Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2250732,1,1,1,#VALUE!,#VALUE!,171,#VALUE!,#VALUE!
PL 2279/2020,Institui a Gratificação Extraordinária por Atividade de Risco destinada aos profissionais na área da saúde durante a emergência de saúde pública decorrente da doença pelo Coronavírus 2019 (COVID-19).,Léo Moraes,RO,PODE,28/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2250837,1,1,1,#VALUE!,190,172,#VALUE!,#VALUE!
PL 1689/2020,"Altera a Lei 13.979, de 6 de fevereiro de 2020, que ¨Dispõe sobre as medidas para enfrentamento da emergência de saúde pública  de importância internacional decorrente do coronavírus responsável pelo surto de 2019"", para dispor sobre o deslocamento para o trabalho dos profissionais de saúde expostos a maior risco de contaminação COVID-19.",Erika Kokay,DF,PT,07/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2244929,1,1,1,#VALUE!,332,172,#VALUE!,#VALUE!
PL 2151/2020,"Altera a Lei nº 13.979, de 6 de fevereiro de 2020, que dispõe sobre as medidas para enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus, para estabelecer medidas que aumentam a transparência das informações relativas à covid-19. ",Felipe Rigoni;Tabata Amaral;Camilo Capiberibe,ES;SP;AP,PSB;PDT;PSB,23/04/2020,Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2250535,1,1,1,#VALUE!,268,173,#VALUE!,#VALUE!
PL 2173/2020,"Altera a Lei nº 13.979, de 6 de fevereiro de 2020, que dispõe sobre as medidas para enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus responsável pelo surto de 2019, para tornar obrigatório a distribuição de máscaras a todos os trabalhadores e clientes das agências bancárias públicas e privadas e dá outras providências.",Rejane Dias,PI,PT,24/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2250583,1,1,1,#VALUE!,#VALUE!,173,#VALUE!,#VALUE!
PL 1824/2020,"Altera a Lei nº 13.979, de 6 de fevereiro de 2020, que dispõe sobre as medidas para enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus responsável pelo surto de 2019. para incluir no rol de enfrentamento do novo coronavirus a obrigatoriedade do uso de máscaras, recomendadas pela Organização Mundial de Saúde - OMS, quando da necessidade de trânsito fora das dependências do isolamento social.",Eli Borges,TO,SOLIDARI,13/04/2020,Arquivada,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2247978,1,1,1,#VALUE!,#VALUE!,173,#VALUE!,#VALUE!
PL 2130/2020,"Altera a Lei nº 13.979, de 6 de fevereiro de 2020, que ""Dispõe sobre as medidas para enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus responsável pelo surto de 2019"", para dispor sobre o repouso dos profissionais de saúde.",Dr. Sinval Malheiros,SP,PODE,23/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2250440,1,1,1,#VALUE!,#VALUE!,174,#VALUE!,#VALUE!
PL 1940/2020,"Altera a Lei nº 13.979, de 6 de fevereiro de 2020, que ""Dispõe sobre as medidas para enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus responsável pelo surto de 2019"", para dispor sobre a realização dos testes rápidos em farmácias.",Felício Laterça,RJ,PSL,15/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2249308,1,1,1,#VALUE!,#VALUE!,174,#VALUE!,#VALUE!
PL 2171/2020,"Altera a Lei nº 10.858, de 13 de abril de 2004, para permitir a entrega de medicamentos no domicílio a pessoas idosas, deficientes durante o estado de pandemia provocado pelo Coronavírus-COVID -19.",Rejane Dias,PI,PT,24/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2250581,1,1,1,152,188,176,#VALUE!,#VALUE!
PL 1613/2020,"Assegura aos servidores das áreas de saúde e segurança gratificação por atividade essencial, no período do estado de emergência de saúde pública decorrente da pandemia do novo coronavírus (Covid-19), nos moldes da Lei 13.979 de 06 de fevereiro de 2020.",José Nelto,GO,PODE,06/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2244103,1,1,1,160,190,177,#VALUE!,#VALUE!
PL 2208/2020,"Dispõe sobre a suspensão temporária de exigência de pagamento da participação  financeira dos beneficiários  do Programa Minha Casa Minha Vida – PMCMV, em razão da pandemia do coronavírus",Baleia Rossi,SP,MDB,27/04/2020,Arquivada,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2250662,1,1,1,165,#VALUE!,177,#VALUE!,#VALUE!
PL 1574/2020,"Dispõe sobre a suspensão na cobrança do pagamento de Financiamento Imobiliário junto a Bancos Oficiais do Governo Federal, pelo prazo de 90 (noventa) dias, devido à pandemia do Coronavírus (covid-19).",Mara Rocha,AC,PSDB,06/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2243096,1,1,1,166,191,178,#VALUE!,#VALUE!
PL 1567/2020,"Dispõe sobre a suspensão na cobrança do pagamento de Financiamento Imobiliário junto a Bancos Oficiais do Governo Federal, pelo prazo de 90 (noventa) dias, devido à pandemia do Coronavírus (covid-19)",Mara Rocha,AC,PSDB,05/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2243089,1,1,1,166,191,178,#VALUE!,#VALUE!
PL 1472/2020,"Dispõe sobre a suspensão do pagamento das parcelas do Fundo de Financiamento Estudantil – Fies, enquanto perdurar a paralisação de atividades letivas decorrente da pandemia do novo coronavírus (Covid19), e dá outras providências.",Domingos Neto,CE,PSD,02/04/2020,Arquivada,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242797,1,1,1,165,195,182,#VALUE!,#VALUE!
PL 1828/2020,"Acrescenta artigo à Lei nº 13.979, de 6 de fevereiro de 2020, que ""dispõe sobre as medidas para enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus responsável pelo surto de 2019"" para considerar como insalubre o exercício de atividades consideradas essências durante o período da pandemia covid-19.",Professor Joziel,RJ,PSL,13/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2247982,1,1,1,330,339,185,#VALUE!,#VALUE!
PL 2129/2020,"Dispõe sobre a gratuidade do transporte público coletivo para profissionais de saúde vinculados ao SUS, durante o período de enfrentamento da emergência de saúde pública decorrente do coronavírus.",Dr. Sinval Malheiros,SP,PODE,23/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2250439,1,1,1,#VALUE!,#VALUE!,185,#VALUE!,#VALUE!
PL 1417/2020,"Acrescenta dispositivo à Lei n. 13.979, de 6 de janeiro de 2020, que ""dispõe sobre as medidas para o enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus responsável pelo surto de 2019"", para permitir a movimentação da conta vinculada do trabalhador,  afetado por essas medidas, no Fundo de Garantia por Tempo de Serviço - FGTS.",Ted Conti,ES,PSB,01/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242697,1,1,1,#VALUE!,#VALUE!,190,#VALUE!,#VALUE!
PL 1882/2020,"Acrescenta o artigo 6º-D à Lei n.º 13.979, de 6 de fevereiro de 2020, que dispõe sobre as medidas para enfrentamento da  emergência de saúde pública de importância internacional decorrente do coronavírus – Covid-19.
",Ricardo Silva,SP,PSB,14/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2248220,1,1,1,#VALUE!,207,193,#VALUE!,#VALUE!
PL 2108/2020,Reduz as alíquotas do PIS/PASEP e da COFINS incidentes na importação e na comercialização do mercado interno e isenta do Imposto sobre Produtos Industrializados (IPI) bens relacionados ao combate da pandemia do Coronavírus (COVID-19).,Joice Hasselmann,SP,PSL,22/04/2020,Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2250411,1,1,1,200,225,212,#VALUE!,#VALUE!
PL 2287/2020,"Acrescenta a alínea ""c"" e ""d"" ao inciso VI, do art. 3º da lei n. 1.979, de 06 de fevereiro de 2020, que dispões sobre medidas de enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus (covid -19)",Marina Santos,PI,SOLIDARI,29/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2250867,1,1,1,#VALUE!,231,218,#VALUE!,#VALUE!
PL 1393/2020,Estabelece medidas excepcionais de proteção social aos trabalhadores autônomos que enumera a serem adotadas durante o período de enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus respon-sável pelo surto de 2019.,Evair Vieira de Melo,ES,PP,01/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242660,1,1,1,#VALUE!,#VALUE!,218,#VALUE!,#VALUE!
PL 1572/2020,Dispõe sobre a concessão de abatimento do saldo devedor a beneficiários do Fies que trabalhem como médicos no Sistema Único de Saúde (SUS) durante o período de vigência da emergência sanitária decorrente da pandemia do novo coronavírus (Covid-19).,José Guimarães,CE,PT,06/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2243094,1,1,1,208,238,225,#VALUE!,#VALUE!
PL 1531/2020,Dispõe sobre a concessão de abatimento do saldo devedor a beneficiários do Fies que trabalhem como médicos no Sistema Único de Saúde (SUS) durante o período de vigência da emergência sanitária decorrente da pandemia do novo coronavírus (Covid-19).,José Guimarães,CE,PT,03/04/2020,Arquivada,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2243033,1,1,1,208,238,225,#VALUE!,#VALUE!
PL 2044/2020,Dispõe sobre desconto incidente sobre aparcela de consumo destinada à atividade de irrigação e aquicultura das unidades consumidorasclassificadas na Classe Rural durante o período de emergência de saúde pública decorrente do coronavírus.,Mário Negromonte Jr.,BA,PP,20/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2249980,1,1,1,#VALUE!,#VALUE!,226,#VALUE!,#VALUE!
PL 1920/2020,"Isenta de cobrança de pedágio nas rodovias, Federais Estaduais e Municipais os veículos de propriedade de servidores e profissionais das áreas da saúde, da segurança pública e do sistema prisional, durante o período de surto de coronavírus (Covid-19).",Delegado Antônio Furtado,RJ,PSL,15/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2248304,1,1,1,#VALUE!,242,229,#VALUE!,#VALUE!
